difficulty,time,col,type
easy,2.9,2,tap
easy,4.4,3,tap
easy,5.7,4,tap
easy,8.5,1,tap
easy,11.5,2,tap
easy,12.8,3,tap
easy,14.7,4,tap
easy,17,1,tap
easy,18.3,2,tap
easy,20.5,3,tap
easy,21.8,4,tap
easy,23.7,1,tap
easy,25.4,2,tap
easy,27.9,3,tap
easy,29.2,4,tap
easy,32.2,1,tap
easy,33.4,2,tap
easy,35.1,3,tap
easy,37.3,4,tap
easy,38.3,1,tap
easy,40.1,2,tap
easy,41.1,3,tap
easy,42.8,4,tap
easy,44,1,tap
easy,45.8,2,tap
easy,47,3,tap
easy,48.6,4,tap
easy,49.9,1,tap
easy,51.7,2,tap
easy,52.9,3,tap
easy,57.2,4,tap
easy,59.2,1,tap
easy,60.9,2,tap
easy,62.1,3,tap
easy,63.2,4,tap
easy,64.7,1,tap
easy,66.1,2,tap
easy,67.2,3,tap
easy,68.7,4,tap
easy,69.7,1,tap
easy,71.9,2,tap
easy,74.7,3,tap
easy,76,4,tap
easy,77.7,1,tap
easy,79.4,2,tap
normal,2.9,2,tap
normal,4.4,3,tap
normal,5.7,4,tap
normal,6.5,1,tap
normal,8.5,2,tap
normal,11.5,3,tap
normal,12.2,4,tap
normal,14.7,1,tap
normal,15.4,2,tap
normal,17,3,tap
normal,18.3,4,tap
normal,19.2,1,tap
normal,20.5,2,tap
normal,21.8,3,tap
normal,22.5,4,tap
normal,23.7,1,tap
normal,25.4,2,tap
normal,27.9,3,tap
normal,28.6,4,tap
normal,30.3,1,tap
normal,32.2,2,tap
normal,33.4,3,tap
normal,35.1,4,tap
normal,37.3,1,tap
normal,38.3,2,tap
normal,40.1,3,tap
normal,41.1,4,tap
normal,41.8,1,tap
normal,42.8,2,tap
normal,44,3,tap
normal,45.8,4,tap
normal,47,1,tap
normal,48.6,2,tap
normal,49.9,3,tap
normal,51.7,4,tap
normal,52.9,1,tap
normal,53.7,2,tap
normal,55.4,3,tap
normal,56.3,4,tap
normal,57.2,1,tap
normal,59.2,2,tap
normal,60.9,3,tap
normal,62.1,4,tap
normal,63.2,1,tap
normal,64.7,2,tap
normal,66.1,3,tap
normal,67.2,4,tap
normal,68.7,1,tap
normal,69.6,2,tap
normal,70.5,3,tap
normal,71.9,4,tap
normal,72.7,1,tap
normal,74.7,2,tap
normal,75.4,3,tap
normal,77.7,4,tap
normal,78.4,1,tap
normal,79.4,2,tap
normal,81.4,3,tap
hard,2.9,2,tap
hard,4.4,3,tap
hard,5.7,4,tap
hard,6.5,1,tap
hard,8.5,2,tap
hard,11.5,3,tap
hard,12.2,4,tap
hard,12.8,1,tap
hard,14.7,2,tap
hard,15.4,3,tap
hard,17,4,tap
hard,18.3,1,tap
hard,19.2,2,tap
hard,20.5,3,tap
hard,21.8,4,tap
hard,22.5,1,tap
hard,23.7,2,tap
hard,25.4,3,tap
hard,27.9,4,tap
hard,28.6,1,tap
hard,29.2,2,tap
hard,30.3,3,tap
hard,32.2,4,tap
hard,33.4,1,tap
hard,35.1,2,tap
hard,35.7,3,tap
hard,37.3,4,tap
hard,38.3,1,tap
hard,40.1,2,tap
hard,41.1,3,tap
hard,41.8,4,tap
hard,42.8,1,tap
hard,43.3,2,tap
hard,44,3,tap
hard,45.8,4,tap
hard,47,1,tap
hard,48.6,2,tap
hard,49.9,3,tap
hard,51.7,4,tap
hard,52.9,1,tap
hard,53.7,2,tap
hard,55.4,3,tap
hard,56.3,4,tap
hard,57.2,1,tap
hard,57.8,2,tap
hard,59.2,3,tap
hard,59.8,4,tap
hard,60.9,1,tap
hard,62.1,2,tap
hard,63.2,3,tap
hard,64.7,4,tap
hard,66.1,1,tap
hard,67.2,2,tap
hard,68.7,3,tap
hard,69.6,4,tap
hard,70.5,1,tap
hard,71.9,2,tap
hard,72.7,3,tap
hard,74.7,4,tap
hard,75.3,1,tap
hard,76,2,tap
hard,77.7,3,tap
hard,78.4,4,tap
hard,79.4,1,tap
hard,81.4,2,tap
