difficulty,time,col,type
easy,1.5,2,tap
easy,3.3,3,tap
easy,4.5,4,tap
easy,5.5,1,tap
easy,7.8,2,tap
easy,9.3,3,tap
easy,11.5,4,tap
easy,13,1,tap
easy,14.4,2,tap
easy,16.8,3,tap
easy,19,4,tap
easy,20.5,1,tap
easy,24,2,tap
easy,25.5,3,tap
easy,27.1,4,tap
easy,28.7,1,tap
easy,31,2,tap
easy,32.4,3,tap
easy,33.7,4,tap
easy,35.5,1,tap
easy,39,2,tap
easy,40.6,3,tap
easy,42.3,4,tap
easy,46.2,1,tap
easy,47.4,2,tap
easy,49.4,3,tap
easy,50.6,4,tap
easy,52.4,1,tap
easy,53.5,2,tap
easy,54.7,3,tap
easy,56.7,4,tap
easy,58.8,1,tap
easy,60.1,2,tap
easy,61.7,3,tap
easy,67.5,4,tap
easy,69,1,tap
easy,70,2,tap
easy,71.4,3,tap
easy,73,4,tap
easy,74.5,1,tap
easy,75.6,2,tap
easy,76.6,3,tap
easy,77.7,4,tap
easy,80.4,1,tap
easy,82.5,2,tap
normal,1.5,2,tap
normal,3.3,3,tap
normal,4.5,4,tap
normal,5.5,1,tap
normal,7.8,2,tap
normal,9.3,3,tap
normal,10,4,tap
normal,11.5,1,tap
normal,13,2,tap
normal,13.8,3,tap
normal,15.2,4,tap
normal,16.8,1,tap
normal,19,2,tap
normal,20.5,3,tap
normal,21.9,4,tap
normal,22.8,1,tap
normal,24,2,tap
normal,25.5,3,tap
normal,26.4,4,tap
normal,27.1,1,tap
normal,27.9,2,tap
normal,28.7,3,tap
normal,29.4,4,tap
normal,31,1,tap
normal,32.4,2,tap
normal,33.1,3,tap
normal,34.5,4,tap
normal,35.5,1,tap
normal,39,2,tap
normal,39.8,3,tap
normal,40.6,4,tap
normal,41.4,1,tap
normal,42.3,2,tap
normal,43,3,tap
normal,43.7,4,tap
normal,44.5,1,tap
normal,46.2,2,tap
normal,47.4,3,tap
normal,48.2,4,tap
normal,49.4,1,tap
normal,50.6,2,tap
normal,51.5,3,tap
normal,52.4,4,tap
normal,53.5,1,tap
normal,54.7,2,tap
normal,56.7,3,tap
normal,58.8,4,tap
normal,60.1,1,tap
normal,61,2,tap
normal,61.7,3,tap
normal,62.5,4,tap
normal,64.6,1,tap
normal,65.3,2,tap
normal,67.5,3,tap
normal,69,4,tap
normal,70,1,tap
normal,71.4,2,tap
normal,72.1,3,tap
normal,73,4,tap
normal,74.5,1,tap
normal,75.6,2,tap
normal,76.5,3,tap
normal,77.7,4,tap
normal,80.4,1,tap
normal,81.1,2,tap
normal,82.5,3,tap
normal,83.2,4,tap
normal,85.1,1,tap
normal,85.9,2,tap
hard,1.5,2,tap
hard,3.3,3,tap
hard,4.5,4,tap
hard,5.5,1,tap
hard,7.8,2,tap
hard,8.2,3,tap
hard,9.3,4,tap
hard,10,1,tap
hard,11.5,2,tap
hard,13,3,tap
hard,13.8,4,tap
hard,14.4,1,tap
hard,15.2,2,tap
hard,16.8,3,tap
hard,19,4,tap
hard,20.5,1,tap
hard,21.9,2,tap
hard,22.8,3,tap
hard,24,4,tap
hard,25.5,1,tap
hard,26.4,2,tap
hard,27.1,3,tap
hard,27.9,4,tap
hard,28.7,1,tap
hard,29.2,2,tap
hard,31,3,tap
hard,32.4,4,tap
hard,33.1,1,tap
hard,33.7,2,tap
hard,34.5,3,tap
hard,35.5,4,tap
hard,39,1,tap
hard,39.8,2,tap
hard,40.6,3,tap
hard,41.4,4,tap
hard,42.3,1,tap
hard,43,2,tap
hard,43.7,3,tap
hard,44.5,4,tap
hard,46.2,1,tap
hard,47.4,2,tap
hard,48.2,3,tap
hard,49.4,4,tap
hard,50.6,1,tap
hard,51.5,2,tap
hard,52.4,3,tap
hard,53.5,4,tap
hard,54.7,1,tap
hard,55.3,2,tap
hard,56.7,3,tap
hard,57.3,4,tap
hard,58.8,1,tap
hard,60.1,2,tap
hard,61,3,tap
hard,61.7,4,tap
hard,62.5,1,tap
hard,64.6,2,tap
hard,65.3,3,tap
hard,67.5,4,tap
hard,69,1,tap
hard,70,2,tap
hard,70.5,3,tap
hard,71.4,4,tap
hard,72.1,1,tap
hard,73,2,tap
hard,74.5,3,tap
hard,75.6,4,tap
hard,76.5,1,tap
hard,77.7,2,tap
hard,78.3,3,tap
hard,80.4,4,tap
hard,81.1,1,tap
hard,82.5,2,tap
hard,83.2,3,tap
hard,85.1,4,tap
hard,85.9,1,tap
