difficulty,time,col,type
easy,2.5,2,tap
easy,5.7,3,tap
easy,7.4,4,tap
easy,9.1,1,tap
easy,10.1,2,tap
easy,14,3,tap
easy,15.4,4,tap
easy,16.9,1,tap
easy,19,2,tap
easy,21.7,3,tap
easy,23.9,4,tap
easy,25.7,1,tap
easy,27.7,2,tap
easy,30,3,tap
easy,32.6,4,tap
easy,33.8,1,tap
easy,35.7,2,tap
easy,36.8,3,tap
easy,39.7,4,tap
easy,41.7,1,tap
easy,43.4,2,tap
easy,45.1,3,tap
easy,46.3,4,tap
easy,49.4,1,tap
easy,51,2,tap
easy,52.3,3,tap
easy,53.6,4,tap
easy,57.4,1,tap
easy,59.1,2,tap
easy,60.1,3,tap
easy,61.9,4,tap
easy,62.9,1,tap
easy,65.2,2,tap
easy,67,3,tap
easy,68.8,4,tap
easy,70,1,tap
easy,72.3,2,tap
easy,73.4,3,tap
easy,74.8,4,tap
easy,76,1,tap
easy,77,2,tap
easy,80.3,3,tap
easy,81.4,4,tap
easy,83.2,1,tap
easy,84.6,2,tap
normal,2.5,2,tap
normal,3.4,3,tap
normal,5.7,4,tap
normal,7.4,1,tap
normal,9.1,2,tap
normal,10.1,3,tap
normal,12.3,4,tap
normal,14,1,tap
normal,14.9,2,tap
normal,16.3,3,tap
normal,17,4,tap
normal,19,1,tap
normal,20.5,2,tap
normal,21.7,3,tap
normal,23.9,4,tap
normal,25.7,1,tap
normal,27.7,2,tap
normal,28.5,3,tap
normal,30,4,tap
normal,31.3,1,tap
normal,32.6,2,tap
normal,33.8,3,tap
normal,34.5,4,tap
normal,35.7,1,tap
normal,36.8,2,tap
normal,38,3,tap
normal,39.7,4,tap
normal,41.7,1,tap
normal,42.4,2,tap
normal,43.4,3,tap
normal,45.1,4,tap
normal,46,1,tap
normal,48,2,tap
normal,49.4,3,tap
normal,51,4,tap
normal,51.7,1,tap
normal,53.6,2,tap
normal,55.7,3,tap
normal,57.4,4,tap
normal,58.3,1,tap
normal,59.1,2,tap
normal,60.1,3,tap
normal,61.9,4,tap
normal,62.9,1,tap
normal,63.6,2,tap
normal,65.2,3,tap
normal,67,4,tap
normal,67.9,1,tap
normal,68.8,2,tap
normal,70,3,tap
normal,71.1,4,tap
normal,72.3,1,tap
normal,73.4,2,tap
normal,74.8,3,tap
normal,76,4,tap
normal,77,1,tap
normal,77.7,2,tap
normal,78.5,3,tap
normal,79.2,4,tap
normal,80.3,1,tap
normal,81.2,2,tap
normal,82.3,3,tap
normal,83.2,4,tap
normal,84.6,1,tap
normal,85.4,2,tap
normal,86.6,3,tap
hard,2.5,2,tap
hard,3.4,3,tap
hard,5.7,4,tap
hard,7.4,1,tap
hard,7.9,2,tap
hard,9.1,3,tap
hard,10.1,4,tap
hard,12.3,1,tap
hard,14,2,tap
hard,14.9,3,tap
hard,15.4,4,tap
hard,16.3,1,tap
hard,16.9,2,tap
hard,19,3,tap
hard,20.5,4,tap
hard,21.7,1,tap
hard,23.9,2,tap
hard,25.7,3,tap
hard,26.3,4,tap
hard,27.7,1,tap
hard,28.5,2,tap
hard,30,3,tap
hard,31.3,4,tap
hard,32.6,1,tap
hard,33.8,2,tap
hard,34.5,3,tap
hard,35.7,4,tap
hard,36.8,1,tap
hard,38,2,tap
hard,38.6,3,tap
hard,39.7,4,tap
hard,40.3,1,tap
hard,41.7,2,tap
hard,42.3,3,tap
hard,43.4,4,tap
hard,45.1,1,tap
hard,46,2,tap
hard,48,3,tap
hard,49.4,4,tap
hard,51,1,tap
hard,51.7,2,tap
hard,52.3,3,tap
hard,53.6,4,tap
hard,55.7,1,tap
hard,57.4,2,tap
hard,58.3,3,tap
hard,59.1,4,tap
hard,59.7,1,tap
hard,60.1,2,tap
hard,60.6,3,tap
hard,61.9,4,tap
hard,62.4,1,tap
hard,62.9,2,tap
hard,63.5,3,tap
hard,64.2,4,tap
hard,65.2,1,tap
hard,65.8,2,tap
hard,67,3,tap
hard,67.9,4,tap
hard,68.8,1,tap
hard,70,2,tap
hard,71.1,3,tap
hard,71.5,4,tap
hard,72.3,1,tap
hard,72.9,2,tap
hard,73.4,3,tap
hard,74,4,tap
hard,74.8,1,tap
hard,76,2,tap
hard,76.5,3,tap
hard,77,4,tap
hard,77.7,1,tap
hard,78.5,2,tap
hard,79.1,3,tap
hard,80.3,4,tap
hard,81.2,1,tap
hard,82.3,2,tap
hard,83.2,3,tap
hard,83.7,4,tap
hard,84.6,1,tap
hard,85.4,2,tap
hard,86.6,3,tap
