difficulty,time,col,type
easy,2.1,2,tap
easy,3.6,3,tap
easy,5.8,4,tap
easy,8.5,1,tap
easy,10.1,2,tap
easy,12.4,3,tap
easy,14.8,4,tap
easy,16.5,1,tap
easy,18.3,2,tap
easy,20.4,3,tap
easy,22.4,4,tap
easy,23.4,1,tap
easy,26,2,tap
easy,27.1,3,tap
easy,28.1,4,tap
easy,30.1,1,tap
easy,31.2,2,tap
easy,32.3,3,tap
easy,35.6,4,tap
easy,37.1,1,tap
easy,38.1,2,tap
easy,41.1,3,tap
easy,42.1,4,tap
easy,43.1,1,tap
easy,46.6,2,tap
easy,48.6,3,tap
easy,50.6,4,tap
easy,54.8,1,tap
easy,56.4,2,tap
easy,58.1,3,tap
easy,60.4,4,tap
easy,62.6,1,tap
easy,64.5,2,tap
easy,67.8,3,tap
easy,69.1,4,tap
easy,70.1,1,tap
easy,72.1,2,tap
easy,73.1,3,tap
easy,74.5,4,tap
easy,78.1,1,tap
easy,79.4,2,tap
easy,80.4,3,tap
easy,83.1,4,tap
easy,84.6,1,tap
easy,86.6,2,tap
normal,2.1,2,tap
normal,3.6,3,tap
normal,4.5,4,tap
normal,5.8,1,tap
normal,6.5,2,tap
normal,7.3,3,tap
normal,8.5,4,tap
normal,9.3,1,tap
normal,10.1,2,tap
normal,10.9,3,tap
normal,12.4,4,tap
normal,13.4,1,tap
normal,14.8,2,tap
normal,16.5,3,tap
normal,18.3,4,tap
normal,19.4,1,tap
normal,20.4,2,tap
normal,22.4,3,tap
normal,23.4,4,tap
normal,24.4,1,tap
normal,26,2,tap
normal,27.1,3,tap
normal,28.1,4,tap
normal,29.1,1,tap
normal,30.1,2,tap
normal,31.2,3,tap
normal,32.3,4,tap
normal,34.1,1,tap
normal,35.6,2,tap
normal,37.1,3,tap
normal,38.1,4,tap
normal,39.6,1,tap
normal,41.1,2,tap
normal,42.1,3,tap
normal,43.1,4,tap
normal,44.8,1,tap
normal,46.6,2,tap
normal,48.6,3,tap
normal,50.6,4,tap
normal,51.3,1,tap
normal,52.3,2,tap
normal,53.1,3,tap
normal,54.8,4,tap
normal,56.4,1,tap
normal,57.1,2,tap
normal,58.1,3,tap
normal,58.9,4,tap
normal,59.6,1,tap
normal,60.4,2,tap
normal,62.6,3,tap
normal,64.5,4,tap
normal,66.1,1,tap
normal,67.8,2,tap
normal,69.1,3,tap
normal,70.1,4,tap
normal,71.1,1,tap
normal,72.1,2,tap
normal,73.1,3,tap
normal,74.5,4,tap
normal,76.4,1,tap
normal,78.1,2,tap
normal,79.4,3,tap
normal,80.4,4,tap
normal,81.1,1,tap
normal,82.1,2,tap
normal,83.1,3,tap
normal,84.6,4,tap
normal,85.3,1,tap
normal,86.6,2,tap
normal,87.6,3,tap
hard,2.1,2,tap
hard,3.6,3,tap
hard,4.5,4,tap
hard,5.8,1,tap
hard,6.5,2,tap
hard,7.3,3,tap
hard,8.5,4,tap
hard,9.3,1,tap
hard,10.1,2,tap
hard,10.9,3,tap
hard,12.4,4,tap
hard,13.4,1,tap
hard,14.8,2,tap
hard,16.5,3,tap
hard,17.1,4,tap
hard,18.3,1,tap
hard,19.4,2,tap
hard,19.9,3,tap
hard,20.4,4,tap
hard,20.9,1,tap
hard,22.4,2,tap
hard,23.4,3,tap
hard,24.4,4,tap
hard,26,1,tap
hard,27.1,2,tap
hard,27.4,3,tap
hard,28.1,4,tap
hard,28.6,1,tap
hard,29.1,2,tap
hard,30.1,3,tap
hard,31.2,4,tap
hard,32.3,1,tap
hard,32.6,2,tap
hard,34.1,3,tap
hard,35.6,4,tap
hard,36.1,1,tap
hard,37.1,2,tap
hard,38.1,3,tap
hard,38.6,4,tap
hard,39.6,1,tap
hard,41.1,2,tap
hard,42.1,3,tap
hard,42.6,4,tap
hard,43.1,1,tap
hard,44.8,2,tap
hard,46.6,3,tap
hard,48.6,4,tap
hard,49.1,1,tap
hard,50.6,2,tap
hard,51.3,3,tap
hard,52.3,4,tap
hard,53.1,1,tap
hard,54.8,2,tap
hard,56.4,3,tap
hard,57.1,4,tap
hard,58.1,1,tap
hard,58.9,2,tap
hard,59.4,3,tap
hard,60.4,4,tap
hard,62.6,1,tap
hard,64.5,2,tap
hard,65.1,3,tap
hard,66.1,4,tap
hard,67.8,1,tap
hard,68.3,2,tap
hard,69.1,3,tap
hard,70.1,4,tap
hard,71.1,1,tap
hard,72.1,2,tap
hard,73.1,3,tap
hard,74.5,4,tap
hard,76.4,1,tap
hard,76.9,2,tap
hard,78.1,3,tap
hard,78.5,4,tap
hard,79.4,1,tap
hard,80.4,2,tap
hard,81.1,3,tap
hard,82.1,4,tap
hard,83.1,1,tap
hard,84.6,2,tap
hard,85.3,3,tap
hard,86.6,4,tap
hard,87.6,1,tap
