difficulty,time,col,type
easy,1.2,2,tap
easy,2.7,3,tap
easy,5.9,4,tap
easy,7,1,tap
easy,8.4,2,tap
easy,10.6,3,tap
easy,11.6,4,tap
easy,13.1,1,tap
easy,15.7,2,tap
easy,18.2,3,tap
easy,21.7,4,tap
easy,23.2,1,tap
easy,24.8,2,tap
easy,25.8,3,tap
easy,28.3,4,tap
easy,33.4,1,tap
easy,34.8,2,tap
easy,35.9,3,tap
easy,36.9,4,tap
easy,38.4,1,tap
easy,41.6,2,tap
easy,43.4,3,tap
easy,44.9,4,tap
easy,46,1,tap
easy,47.5,2,tap
easy,51.6,3,tap
easy,52.6,4,tap
easy,56.1,1,tap
easy,58,2,tap
easy,61.1,3,tap
easy,63.7,4,tap
easy,64.7,1,tap
easy,66.2,2,tap
easy,67.3,3,tap
easy,69.1,4,tap
easy,71.2,1,tap
easy,72.3,2,tap
easy,73.8,3,tap
easy,75.6,4,tap
easy,77,1,tap
easy,79.5,2,tap
easy,81.3,3,tap
easy,82.9,4,tap
easy,84.2,1,tap
easy,86.4,2,tap
normal,1.2,2,tap
normal,2.7,3,tap
normal,3.5,4,tap
normal,5.9,1,tap
normal,7,2,tap
normal,7.8,3,tap
normal,9,4,tap
normal,10.6,1,tap
normal,11.6,2,tap
normal,13.1,3,tap
normal,15.7,4,tap
normal,16.6,1,tap
normal,18.2,2,tap
normal,20.7,3,tap
normal,21.7,4,tap
normal,23.2,1,tap
normal,24.8,2,tap
normal,25.8,3,tap
normal,28.3,4,tap
normal,30.9,1,tap
normal,31.8,2,tap
normal,33.4,3,tap
normal,34.8,4,tap
normal,35.9,1,tap
normal,36.9,2,tap
normal,37.6,3,tap
normal,38.4,4,tap
normal,39.1,1,tap
normal,40.2,2,tap
normal,41.6,3,tap
normal,42.4,4,tap
normal,43.4,1,tap
normal,44.1,2,tap
normal,44.9,3,tap
normal,46,4,tap
normal,47.5,1,tap
normal,48.5,2,tap
normal,49.3,3,tap
normal,51.6,4,tap
normal,52.6,1,tap
normal,53.5,2,tap
normal,56.1,3,tap
normal,56.9,4,tap
normal,58,1,tap
normal,61.1,2,tap
normal,62.2,3,tap
normal,63.7,4,tap
normal,64.7,1,tap
normal,65.6,2,tap
normal,67.3,3,tap
normal,69.1,4,tap
normal,70.2,1,tap
normal,71.2,2,tap
normal,72.3,3,tap
normal,73.8,4,tap
normal,74.7,1,tap
normal,75.6,2,tap
normal,77,3,tap
normal,78.5,4,tap
normal,79.4,1,tap
normal,80.3,2,tap
normal,81.3,3,tap
normal,82,4,tap
normal,82.9,1,tap
normal,84.2,2,tap
normal,86.4,3,tap
normal,87.1,4,tap
hard,1.2,2,tap
hard,1.7,3,tap
hard,2.7,4,tap
hard,3.5,1,tap
hard,5.9,2,tap
hard,7,3,tap
hard,7.8,4,tap
hard,8.4,1,tap
hard,9,2,tap
hard,9.6,3,tap
hard,10.6,4,tap
hard,11.6,1,tap
hard,13.1,2,tap
hard,13.6,3,tap
hard,15.7,4,tap
hard,16.6,1,tap
hard,18.2,2,tap
hard,20.7,3,tap
hard,21.7,4,tap
hard,23.2,1,tap
hard,24.8,2,tap
hard,25.8,3,tap
hard,26.4,4,tap
hard,28.3,1,tap
hard,30.9,2,tap
hard,31.8,3,tap
hard,33.4,4,tap
hard,34.8,1,tap
hard,35.9,2,tap
hard,36.9,3,tap
hard,37.6,4,tap
hard,38.4,1,tap
hard,39.1,2,tap
hard,39.6,3,tap
hard,40.2,4,tap
hard,41.6,1,tap
hard,42.4,2,tap
hard,43.4,3,tap
hard,44.1,4,tap
hard,44.9,1,tap
hard,46,2,tap
hard,46.6,3,tap
hard,47.5,4,tap
hard,48.5,1,tap
hard,49.3,2,tap
hard,51.6,3,tap
hard,52.6,4,tap
hard,53.5,1,tap
hard,56.1,2,tap
hard,56.9,3,tap
hard,58,4,tap
hard,58.6,1,tap
hard,61.1,2,tap
hard,62.2,3,tap
hard,62.8,4,tap
hard,63.7,1,tap
hard,64,2,tap
hard,64.7,3,tap
hard,65.6,4,tap
hard,66.2,1,tap
hard,67.3,2,tap
hard,69.1,3,tap
hard,70.2,4,tap
hard,71.2,1,tap
hard,71.7,2,tap
hard,72.3,3,tap
hard,72.9,4,tap
hard,73.8,1,tap
hard,74.7,2,tap
hard,75.6,3,tap
hard,77,4,tap
hard,77.6,1,tap
hard,78.5,2,tap
hard,79.4,3,tap
hard,80.3,4,tap
hard,81.3,1,tap
hard,82,2,tap
hard,82.9,3,tap
hard,84.2,4,tap
hard,86.4,1,tap
hard,87.1,2,tap
hard,87.7,3,tap
