difficulty,time,col,type
easy,0.5,2,tap
easy,2.7,3,tap
easy,3.9,4,tap
easy,5.5,1,tap
easy,8.5,2,tap
easy,10.4,3,tap
easy,11.8,4,tap
easy,15.8,1,tap
easy,17.5,2,tap
easy,18.7,3,tap
easy,20.4,4,tap
easy,21.5,1,tap
easy,22.6,2,tap
easy,26,3,tap
easy,27.8,4,tap
easy,29.4,1,tap
easy,30.8,2,tap
easy,31.9,3,tap
easy,33.7,4,tap
easy,34.7,1,tap
easy,38.1,2,tap
easy,41.6,3,tap
easy,42.8,4,tap
easy,44.4,1,tap
easy,45.4,2,tap
easy,46.6,3,tap
easy,50.4,4,tap
easy,52,1,tap
easy,53.2,2,tap
easy,56,3,tap
easy,57.7,4,tap
easy,59.5,1,tap
easy,60.5,2,tap
easy,63.9,3,tap
easy,65.4,4,tap
easy,66.5,1,tap
easy,68,2,tap
easy,69,3,tap
easy,70.8,4,tap
easy,73.3,1,tap
easy,74.9,2,tap
easy,76.5,3,tap
easy,78.3,4,tap
easy,79.5,1,tap
easy,80.5,2,tap
normal,0.5,2,tap
normal,2.7,3,tap
normal,3.9,4,tap
normal,5.5,1,tap
normal,8.5,2,tap
normal,9.2,3,tap
normal,10.4,4,tap
normal,11.8,1,tap
normal,14.8,2,tap
normal,15.8,3,tap
normal,16.8,4,tap
normal,17.5,1,tap
normal,18.3,2,tap
normal,20.4,3,tap
normal,21.1,4,tap
normal,22.6,1,tap
normal,23.4,2,tap
normal,24.2,3,tap
normal,26,4,tap
normal,26.8,1,tap
normal,27.8,2,tap
normal,28.5,3,tap
normal,29.4,4,tap
normal,30.3,1,tap
normal,31.9,2,tap
normal,33.7,3,tap
normal,34.7,4,tap
normal,35.4,1,tap
normal,37.1,2,tap
normal,38.1,3,tap
normal,41.6,4,tap
normal,42.3,1,tap
normal,43.6,2,tap
normal,44.4,3,tap
normal,45.4,4,tap
normal,46.6,1,tap
normal,47.3,2,tap
normal,49.2,3,tap
normal,50.4,4,tap
normal,51.3,1,tap
normal,52,2,tap
normal,53.2,3,tap
normal,54,4,tap
normal,56,1,tap
normal,57.7,2,tap
normal,59.5,3,tap
normal,60.5,4,tap
normal,62.2,1,tap
normal,63.9,2,tap
normal,64.8,3,tap
normal,66.5,4,tap
normal,67.4,1,tap
normal,69,2,tap
normal,69.7,3,tap
normal,70.8,4,tap
normal,72.1,1,tap
normal,73.3,2,tap
normal,74.2,3,tap
normal,74.9,4,tap
normal,76.5,1,tap
normal,77.4,2,tap
normal,78.3,3,tap
normal,79.5,4,tap
normal,80.5,1,tap
normal,81.4,2,tap
normal,84.7,3,tap
hard,0.5,2,tap
hard,2.7,3,tap
hard,3.9,4,tap
hard,4.5,1,tap
hard,5.5,2,tap
hard,8.5,3,tap
hard,9.2,4,tap
hard,10.4,1,tap
hard,11.8,2,tap
hard,14.8,3,tap
hard,15.8,4,tap
hard,16.8,1,tap
hard,17.5,2,tap
hard,18.3,3,tap
hard,18.7,4,tap
hard,20.4,1,tap
hard,21.1,2,tap
hard,21.5,3,tap
hard,22.6,4,tap
hard,23.4,1,tap
hard,24.2,2,tap
hard,26,3,tap
hard,26.8,4,tap
hard,27.8,1,tap
hard,28.5,2,tap
hard,29.4,3,tap
hard,30.3,4,tap
hard,30.8,1,tap
hard,31.9,2,tap
hard,32.5,3,tap
hard,33.7,4,tap
hard,34.7,1,tap
hard,35.4,2,tap
hard,37.1,3,tap
hard,37.7,4,tap
hard,38.1,1,tap
hard,38.7,2,tap
hard,41.6,3,tap
hard,42.3,4,tap
hard,42.8,1,tap
hard,43.6,2,tap
hard,44.4,3,tap
hard,45.4,4,tap
hard,46.6,1,tap
hard,47.1,2,tap
hard,49.2,3,tap
hard,49.7,4,tap
hard,50.4,1,tap
hard,51.3,2,tap
hard,52,3,tap
hard,52.6,4,tap
hard,53.2,1,tap
hard,54,2,tap
hard,56,3,tap
hard,57.7,4,tap
hard,59.5,1,tap
hard,60.5,2,tap
hard,61.1,3,tap
hard,62.2,4,tap
hard,62.8,1,tap
hard,63.9,2,tap
hard,64.8,3,tap
hard,65.4,4,tap
hard,66.5,1,tap
hard,67.4,2,tap
hard,68,3,tap
hard,69,4,tap
hard,69.7,1,tap
hard,70.8,2,tap
hard,72.1,3,tap
hard,73.3,4,tap
hard,74.2,1,tap
hard,74.9,2,tap
hard,76.5,3,tap
hard,77.4,4,tap
hard,78.3,1,tap
hard,79.5,2,tap
hard,80.5,3,tap
hard,81.4,4,tap
hard,84.7,1,tap
