difficulty,time,col,type
easy,0.5,2,tap
easy,2.8,3,tap
easy,3.8,4,tap
easy,5.2,1,tap
easy,6.7,2,tap
easy,10.3,3,tap
easy,12.1,4,tap
easy,13.2,1,tap
easy,14.6,2,tap
easy,17.4,3,tap
easy,18.8,4,tap
easy,20.2,1,tap
easy,21.4,2,tap
easy,24.5,3,tap
easy,25.6,4,tap
easy,27,1,tap
easy,28.2,2,tap
easy,31.4,3,tap
easy,32.7,4,tap
easy,34.3,1,tap
easy,35.5,2,tap
easy,37.7,3,tap
easy,40,4,tap
easy,41.4,1,tap
easy,42.5,2,tap
easy,45.6,3,tap
easy,47.6,4,tap
easy,48.8,1,tap
easy,51.3,2,tap
easy,54.7,3,tap
easy,56.3,4,tap
easy,57.3,1,tap
easy,58.6,2,tap
easy,62.6,3,tap
easy,64.2,4,tap
easy,65.7,1,tap
easy,68.7,2,tap
easy,71.6,3,tap
easy,73.9,4,tap
easy,75.3,1,tap
easy,76.6,2,tap
easy,79.4,3,tap
easy,80.9,4,tap
easy,82.5,1,tap
easy,85.2,2,tap
normal,0.5,2,tap
normal,1.2,3,tap
normal,2.8,4,tap
normal,3.8,1,tap
normal,5.2,2,tap
normal,6.1,3,tap
normal,7.5,4,tap
normal,8.7,1,tap
normal,9.5,2,tap
normal,10.3,3,tap
normal,12.1,4,tap
normal,13.2,1,tap
normal,14.6,2,tap
normal,15.7,3,tap
normal,17.4,4,tap
normal,18.8,1,tap
normal,20.2,2,tap
normal,21.4,3,tap
normal,22.2,4,tap
normal,23,1,tap
normal,24.5,2,tap
normal,25.6,3,tap
normal,26.4,4,tap
normal,28.2,1,tap
normal,29.2,2,tap
normal,30.1,3,tap
normal,31.4,4,tap
normal,32.7,1,tap
normal,33.5,2,tap
normal,34.3,3,tap
normal,35.5,4,tap
normal,36.5,1,tap
normal,37.7,2,tap
normal,38.6,3,tap
normal,40,4,tap
normal,41.4,1,tap
normal,42.5,2,tap
normal,43.9,3,tap
normal,45.6,4,tap
normal,47.6,1,tap
normal,48.8,2,tap
normal,51.3,3,tap
normal,52.2,4,tap
normal,53.4,1,tap
normal,54.1,2,tap
normal,55.2,3,tap
normal,56.3,4,tap
normal,57.3,1,tap
normal,58.6,2,tap
normal,59.5,3,tap
normal,60.2,4,tap
normal,62.6,1,tap
normal,64.2,2,tap
normal,65.7,3,tap
normal,68.7,4,tap
normal,69.4,1,tap
normal,70.2,2,tap
normal,70.9,3,tap
normal,71.6,4,tap
normal,72.5,1,tap
normal,73.9,2,tap
normal,75.3,3,tap
normal,76.6,4,tap
normal,78.4,1,tap
normal,79.2,2,tap
normal,80.1,3,tap
normal,80.9,4,tap
normal,82.5,1,tap
normal,85.2,2,tap
normal,87.7,3,tap
hard,0.5,2,tap
hard,1.2,3,tap
hard,2.8,4,tap
hard,3.8,1,tap
hard,5.2,2,tap
hard,6.1,3,tap
hard,6.7,4,tap
hard,7.5,1,tap
hard,8.7,2,tap
hard,9.5,3,tap
hard,10.3,4,tap
hard,10.9,1,tap
hard,12.1,2,tap
hard,13.2,3,tap
hard,13.7,4,tap
hard,14.6,1,tap
hard,15.1,2,tap
hard,15.7,3,tap
hard,17.4,4,tap
hard,18.8,1,tap
hard,19.3,2,tap
hard,20.2,3,tap
hard,21.4,4,tap
hard,22.2,1,tap
hard,23,2,tap
hard,23.6,3,tap
hard,24.5,4,tap
hard,25.6,1,tap
hard,25.9,2,tap
hard,26.4,3,tap
hard,27,4,tap
hard,28.2,1,tap
hard,29.2,2,tap
hard,30.1,3,tap
hard,31.4,4,tap
hard,32,1,tap
hard,32.7,2,tap
hard,33.5,3,tap
hard,34.3,4,tap
hard,34.8,1,tap
hard,35.5,2,tap
hard,36.5,3,tap
hard,37,4,tap
hard,37.7,1,tap
hard,38.6,2,tap
hard,40,3,tap
hard,40.5,4,tap
hard,41.4,1,tap
hard,42.5,2,tap
hard,43.9,3,tap
hard,45.6,4,tap
hard,47.6,1,tap
hard,48.8,2,tap
hard,49.2,3,tap
hard,51.3,4,tap
hard,52.2,1,tap
hard,53.4,2,tap
hard,54.1,3,tap
hard,54.7,4,tap
hard,55.2,1,tap
hard,56.3,2,tap
hard,57.3,3,tap
hard,58.6,4,tap
hard,59.5,1,tap
hard,60.2,2,tap
hard,62.6,3,tap
hard,63.1,4,tap
hard,64.2,1,tap
hard,65.7,2,tap
hard,66.3,3,tap
hard,68.7,4,tap
hard,69.4,1,tap
hard,70.2,2,tap
hard,70.9,3,tap
hard,71.6,4,tap
hard,72.5,1,tap
hard,73.9,2,tap
hard,74.4,3,tap
hard,75.3,4,tap
hard,75.8,1,tap
hard,76.6,2,tap
hard,77.2,3,tap
hard,78.4,4,tap
hard,79.2,1,tap
hard,80.1,2,tap
hard,80.9,3,tap
hard,81.4,4,tap
hard,82.5,1,tap
hard,85.2,2,tap
hard,87.7,3,tap
