difficulty,time,col,type
easy,2.3,2,tap
easy,3.3,3,tap
easy,4.4,4,tap
easy,5.6,1,tap
easy,6.8,2,tap
easy,10.7,3,tap
easy,12.1,4,tap
easy,13.2,1,tap
easy,15.6,2,tap
easy,18.3,3,tap
easy,19.9,4,tap
easy,21.3,1,tap
easy,22.8,2,tap
easy,25.9,3,tap
easy,28.2,4,tap
easy,29.6,1,tap
easy,30.7,2,tap
easy,33.3,3,tap
easy,34.3,4,tap
easy,36.1,1,tap
easy,37.9,2,tap
easy,40.3,3,tap
easy,42.7,4,tap
easy,43.8,1,tap
easy,46.1,2,tap
easy,49.3,3,tap
easy,51.3,4,tap
easy,52.3,1,tap
easy,53.7,2,tap
easy,56,3,tap
easy,57,4,tap
easy,58.8,1,tap
easy,60.7,2,tap
easy,63.7,3,tap
easy,65.4,4,tap
easy,67.1,1,tap
easy,68.8,2,tap
easy,71.6,3,tap
easy,72.8,4,tap
easy,75.6,1,tap
easy,76.6,2,tap
easy,80.6,3,tap
easy,82.2,4,tap
easy,83.5,1,tap
easy,84.5,2,tap
normal,2.3,2,tap
normal,3.2,3,tap
normal,4.4,4,tap
normal,5.3,1,tap
normal,6.1,2,tap
normal,6.8,3,tap
normal,9.3,4,tap
normal,10.7,1,tap
normal,12.1,2,tap
normal,13.2,3,tap
normal,15.6,4,tap
normal,16.8,1,tap
normal,17.7,2,tap
normal,18.8,3,tap
normal,19.9,4,tap
normal,21.3,1,tap
normal,22.2,2,tap
normal,24.1,3,tap
normal,24.8,4,tap
normal,25.9,1,tap
normal,28.2,2,tap
normal,28.9,3,tap
normal,29.6,4,tap
normal,30.7,1,tap
normal,32.2,2,tap
normal,33.3,3,tap
normal,34.3,4,tap
normal,35.2,1,tap
normal,36.1,2,tap
normal,37.9,3,tap
normal,39.3,4,tap
normal,40.3,1,tap
normal,41,2,tap
normal,42.7,3,tap
normal,43.8,4,tap
normal,46.1,1,tap
normal,48,2,tap
normal,48.7,3,tap
normal,49.9,4,tap
normal,51.3,1,tap
normal,52.2,2,tap
normal,53.7,3,tap
normal,54.7,4,tap
normal,55.4,1,tap
normal,57,2,tap
normal,57.7,3,tap
normal,58.8,4,tap
normal,60.7,1,tap
normal,61.9,2,tap
normal,62.7,3,tap
normal,63.7,4,tap
normal,65.4,1,tap
normal,67.1,2,tap
normal,67.9,3,tap
normal,68.8,4,tap
normal,70.2,1,tap
normal,71.6,2,tap
normal,72.3,3,tap
normal,73.5,4,tap
normal,75.6,1,tap
normal,76.6,2,tap
normal,77.3,3,tap
normal,78.3,4,tap
normal,80.6,1,tap
normal,82.2,2,tap
normal,83,3,tap
normal,84.5,4,tap
normal,85.9,1,tap
normal,86.6,2,tap
hard,2.3,2,tap
hard,3.2,3,tap
hard,3.8,4,tap
hard,4.4,1,tap
hard,5.3,2,tap
hard,6.1,3,tap
hard,6.8,4,tap
hard,9.3,1,tap
hard,9.8,2,tap
hard,10.7,3,tap
hard,12.1,4,tap
hard,13.2,1,tap
hard,15.6,2,tap
hard,16.8,3,tap
hard,17.7,4,tap
hard,18.3,1,tap
hard,18.8,2,tap
hard,19.9,3,tap
hard,21.3,4,tap
hard,22.2,1,tap
hard,22.8,2,tap
hard,24.1,3,tap
hard,24.7,4,tap
hard,25.9,1,tap
hard,28.2,2,tap
hard,28.9,3,tap
hard,29.6,4,tap
hard,30,1,tap
hard,30.7,2,tap
hard,32.2,3,tap
hard,33.3,4,tap
hard,34.3,1,tap
hard,35.2,2,tap
hard,36.1,3,tap
hard,37.9,4,tap
hard,39.3,1,tap
hard,40.3,2,tap
hard,41,3,tap
hard,42.7,4,tap
hard,43.8,1,tap
hard,46.1,2,tap
hard,48,3,tap
hard,48.7,4,tap
hard,49.3,1,tap
hard,49.9,2,tap
hard,51.3,3,tap
hard,52.2,4,tap
hard,53.7,1,tap
hard,54.7,2,tap
hard,55.4,3,tap
hard,56,4,tap
hard,57,1,tap
hard,57.6,2,tap
hard,58.8,3,tap
hard,60.7,4,tap
hard,61.1,1,tap
hard,61.9,2,tap
hard,62.7,3,tap
hard,63.7,4,tap
hard,64.2,1,tap
hard,65.4,2,tap
hard,67.1,3,tap
hard,67.9,4,tap
hard,68.8,1,tap
hard,70.2,2,tap
hard,70.8,3,tap
hard,71.6,4,tap
hard,72.3,1,tap
hard,72.8,2,tap
hard,73.5,3,tap
hard,75.6,4,tap
hard,76.6,1,tap
hard,77.2,2,tap
hard,78.3,3,tap
hard,78.8,4,tap
hard,80.6,1,tap
hard,82.2,2,tap
hard,83,3,tap
hard,83.5,4,tap
hard,84.5,1,tap
hard,85.1,2,tap
hard,85.9,3,tap
hard,86.6,4,tap
