difficulty,time,col,type
easy,2,2,tap
easy,3.5,3,tap
easy,4.6,4,tap
easy,8.6,1,tap
easy,10.2,2,tap
easy,11.7,3,tap
easy,14.5,4,tap
easy,15.7,1,tap
easy,17.5,2,tap
easy,20.5,3,tap
easy,22.5,4,tap
easy,24.5,1,tap
easy,26.5,2,tap
easy,28.3,3,tap
easy,29.7,4,tap
easy,32.2,1,tap
easy,33.2,2,tap
easy,34.2,3,tap
easy,36.7,4,tap
easy,38.2,1,tap
easy,39.7,2,tap
easy,41.7,3,tap
easy,43,4,tap
easy,44,1,tap
easy,46.2,2,tap
easy,47.5,3,tap
easy,49.5,4,tap
easy,52.2,1,tap
easy,55,2,tap
easy,56.1,3,tap
easy,60.3,4,tap
easy,62.2,1,tap
easy,64,2,tap
easy,66.7,3,tap
easy,68,4,tap
easy,69.5,1,tap
easy,72.2,2,tap
easy,74.2,3,tap
easy,75.7,4,tap
easy,78.3,1,tap
easy,80,2,tap
easy,81.5,3,tap
easy,83.7,4,tap
easy,85,1,tap
easy,86.7,2,tap
normal,2,2,tap
normal,2.7,3,tap
normal,3.5,4,tap
normal,4.6,1,tap
normal,5.5,2,tap
normal,6.7,3,tap
normal,7.5,4,tap
normal,8.6,1,tap
normal,10.2,2,tap
normal,11.7,3,tap
normal,12.5,4,tap
normal,13.5,1,tap
normal,14.5,2,tap
normal,16.5,3,tap
normal,17.5,4,tap
normal,18.5,1,tap
normal,19.2,2,tap
normal,20.5,3,tap
normal,21.2,4,tap
normal,22.5,1,tap
normal,24.5,2,tap
normal,25.5,3,tap
normal,26.5,4,tap
normal,27.2,1,tap
normal,28.3,2,tap
normal,30.5,3,tap
normal,31.5,4,tap
normal,32.2,1,tap
normal,33.2,2,tap
normal,34.2,3,tap
normal,34.9,4,tap
normal,35.7,1,tap
normal,36.7,2,tap
normal,38.2,3,tap
normal,39,4,tap
normal,39.7,1,tap
normal,40.7,2,tap
normal,41.6,3,tap
normal,43.7,4,tap
normal,44.7,1,tap
normal,46.2,2,tap
normal,47.5,3,tap
normal,49.5,4,tap
normal,51,1,tap
normal,51.7,2,tap
normal,52.9,3,tap
normal,55,4,tap
normal,56.1,1,tap
normal,57,2,tap
normal,58.5,3,tap
normal,61.1,4,tap
normal,62.2,1,tap
normal,63,2,tap
normal,64,3,tap
normal,65,4,tap
normal,66.7,1,tap
normal,68,2,tap
normal,68.7,3,tap
normal,69.5,4,tap
normal,70.2,1,tap
normal,71.2,2,tap
normal,72.2,3,tap
normal,73,4,tap
normal,75.1,1,tap
normal,76.5,2,tap
normal,77.2,3,tap
normal,78.3,4,tap
normal,79.1,1,tap
normal,80,2,tap
normal,81.5,3,tap
normal,82.5,4,tap
normal,83.7,1,tap
normal,84.5,2,tap
normal,86.7,3,tap
normal,87.5,4,tap
hard,2,2,tap
hard,2.7,3,tap
hard,3.5,4,tap
hard,4,1,tap
hard,4.6,2,tap
hard,5.5,3,tap
hard,6.7,4,tap
hard,7.5,1,tap
hard,8.6,2,tap
hard,9.1,3,tap
hard,10.2,4,tap
hard,11.7,1,tap
hard,12.5,2,tap
hard,13.5,3,tap
hard,14.5,4,tap
hard,15.7,1,tap
hard,16.5,2,tap
hard,17.5,3,tap
hard,18.5,4,tap
hard,19.2,1,tap
hard,20.5,2,tap
hard,21.2,3,tap
hard,22.5,4,tap
hard,24.5,1,tap
hard,25.5,2,tap
hard,26.5,3,tap
hard,27.2,4,tap
hard,28.3,1,tap
hard,29.7,2,tap
hard,30.5,3,tap
hard,31,4,tap
hard,31.5,1,tap
hard,32.2,2,tap
hard,32.7,3,tap
hard,33.2,4,tap
hard,34.2,1,tap
hard,34.9,2,tap
hard,35.7,3,tap
hard,36.7,4,tap
hard,38.2,1,tap
hard,39,2,tap
hard,39.7,3,tap
hard,40.7,4,tap
hard,41.6,1,tap
hard,42.5,2,tap
hard,43,3,tap
hard,43.7,4,tap
hard,44,1,tap
hard,44.7,2,tap
hard,45.2,3,tap
hard,46.2,4,tap
hard,47.5,1,tap
hard,48.1,2,tap
hard,49.5,3,tap
hard,51,4,tap
hard,51.7,1,tap
hard,52.2,2,tap
hard,52.9,3,tap
hard,55,4,tap
hard,56.1,1,tap
hard,57,2,tap
hard,58.5,3,tap
hard,59,4,tap
hard,60.3,1,tap
hard,61.1,2,tap
hard,62.2,3,tap
hard,63,4,tap
hard,64,1,tap
hard,64.5,2,tap
hard,65,3,tap
hard,66.7,4,tap
hard,68,1,tap
hard,68.7,2,tap
hard,69.5,3,tap
hard,70.2,4,tap
hard,71.2,1,tap
hard,72.2,2,tap
hard,73,3,tap
hard,74.2,4,tap
hard,75.1,1,tap
hard,75.7,2,tap
hard,76.5,3,tap
hard,77.2,4,tap
hard,78.3,1,tap
hard,79.1,2,tap
hard,80,3,tap
hard,80.5,4,tap
hard,81.5,1,tap
hard,82.5,2,tap
hard,83.7,3,tap
hard,84.5,4,tap
hard,85,1,tap
hard,86.7,2,tap
hard,87.5,3,tap
hard,88.2,4,tap
